target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
5-HT<sub>2A</sub> receptor,6,Htr2a,P14842,ENSRNOG00000010063,,,,,,,Rat,clozapine,38,,,135650115,Antagonist,Inverse agonist,,,f,,"",pKi,,8.9,,,,,,,,,,9655845
5-HT<sub>2A</sub> receptor,6,HTR2A,P28223,ENSG00000102468,,,,,,,Human,loxapine,205,,,135650533,Antagonist,Inverse agonist,"",Not Determined,f,t,"",pKi,,8.10000038146973,,-,,,,=,"","","",12629531
5-HT<sub>2A</sub> receptor,6,HTR2A,P28223,ENSG00000102468,,,,,,,Human,pimavanserin,8423,,,252166633,Antagonist,Inverse agonist,"",Selective,f,t,"",pKi,,9.30000019073486,,-,,,,=,Ki determined in membrane radioligand binding assay.,"","",15102927|17519387
5-HT<sub>2A</sub> receptor,6,HTR2A,P28223,ENSG00000102468,,,,,,,Human,risperidone,96,,,135650903,Antagonist,Inverse agonist,"",Not Determined,f,t,"",pKi,10,,9.30000019073486,-,,,,=,"","","",8935801|12629531|12176106
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,relenopride,8427,,,252166637,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,7.51000022888184,,Ki,,31,,=,"","","",25316608
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,dihydroergocryptine,282,,,135650181,Agonist,Biased agonist,"",Not Determined,f,f,"",pKi,,7.48000001907349,,-,,,,=,Biased for &beta;-arrestin signalling.,"","",23519215
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,Lysergide,17,,,135650536,Agonist,Biased agonist,"",Not Determined,f,f,"",pKi,,8.43000030517578,,-,,,,=,Biased for &beta;-arrestin sihnalling.,"","",23519215
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,2-methyl-5-HT,218,,,135649706,Agonist,Full agonist,,,f,,"",pKi,,6.6,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,5-CT,4,,,135649828,Agonist,Full agonist,,,f,,"",pKi,,6.8,,,,,,,,,,8078486|8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,5-CT,4,,,135649828,Agonist,Full agonist,,,f,,"",pKi,6.9,,6.7,,,,,,,,,15322733|8078486
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,5-hydroxytryptamine,5,,,135651413,Agonist,Full agonist,,,t,,"",pKi,8.4,,7.9,,,,,,,,,15322733|12954071|11104741|8078486|15466450
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,5-hydroxytryptamine,5,,,135651413,Agonist,Full agonist,,,t,,"",pKi,,8,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,5-MeOT,107,,,135649837,Agonist,Full agonist,,,f,,"",pKi,,8,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,8-OH-DPAT,7,,,135649864,Agonist,Full agonist,,,f,,"",pKi,,5.4,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,8-OH-DPAT,7,,,135649864,Agonist,Full agonist,,,f,,"",pKi,,5.4,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,AL-37350A,160,,,135649913,Agonist,Full agonist,,,f,,"",pKi,,8.3,,,,,,,,,,12954071
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,&alpha;-methyl-5-HT,152,,,135649924,Agonist,Full agonist,,,f,,"",pKi,8.3,,7.9,,,,,,,,,15322733|8078486|15466450
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,&alpha;-methyl-5-HT,152,,,135649924,Agonist,Full agonist,,,f,,"",pKi,,8,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,brolamfetamine,163,,,135650198,Agonist,Full agonist,,,f,,"",pKi,7.6,,7.4,,,,,,,,,15322733|9933142
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,BW723C86,161,,,135650041,Agonist,Full agonist,"",Selective,f,f,"",pKi,8.60000038146973,,7.30000019073486,Ki,50.0999984741211,,2.50999999046326,=,"","","",15322733|15466450|12970106
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,cabergoline,37,,,135652674,Agonist,Full agonist,,,f,,"",pKi,,8.9,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,CGS-12066,109,,,135650081,Agonist,Full agonist,,,f,,"",pKi,,6.1,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,DOI,147,,,135650202,Agonist,Full agonist,"",Not Determined,f,f,"",pKi,,7.59999990463257,,-,,,,=,"","","",8078486|8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,DOI,147,,,135650202,Agonist,Full agonist,"",Not Determined,f,f,"",pKi,7.69999980926514,,7.59999990463257,Ki,25.1000003814697,,19.8999996185303,=,"","","",9933142|8078486|12970106
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(+)-DOI,153,,,135650203,Agonist,Full agonist,,,f,,"",pKi,,7.6,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(<i>R</i>)-DOI,157,,,135650418,Agonist,Full agonist,,,f,,"",pKi,,7.7,,,,,,,,,,12954071
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(<i>R</i>)-DOI,157,,,135650418,Agonist,Full agonist,,,f,,"",pKi,7.4,,7.3,,,,,,,,,15322733|9857084
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,lorcaserin,2941,,,135650530,Agonist,Full agonist,"",Selective,f,,"",pEC50,,6,,-,,,,=,"","","",18252809
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,lorcaserin,2941,,,135650530,Agonist,Full agonist,"",Selective,f,,"",pKi,,6.8,,-,,,,=,"","","",18252809
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(+)-LSD,154,,,135650537,Agonist,Full agonist,,,f,,"",pKi,,9,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,LY344864,21,,,135650553,Agonist,Full agonist,,,f,,"",pKi,,5.8,,,,,,,,,,9395253
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,Lysergide,17,,,135650536,Agonist,Full agonist,,,f,,"",pKi,,8.3,,,,,,,,,,12213075
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,MK-212,165,,,135650614,Agonist,Full agonist,,,f,,"",pKi,6.8,,6.2,,,,,,,,,15322733|12970106
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,MK-212,165,,,135650614,Agonist,Full agonist,,,f,,"",pKi,,6.4,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,norfenfluramine,215,,,135650839,Agonist,Full agonist,,,f,,"",pKi,,7.3,,,,,,,,,,11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(-)-norfenfluramine,217,,,135650732,Agonist,Full agonist,,,f,,"",pKi,,7.3,,,,,,,,,,11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,(+)-norfenfluramine,216,,,135650733,Agonist,Full agonist,,,f,,"",pKi,,8,,,,,,,,,,11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,Org 12962,170,,,135650777,Agonist,Full agonist,,,f,,"",pKi,,7,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,ORG-37684,171,,,135650778,Agonist,Full agonist,,,f,,"",pKi,,7.4,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,pergolide,48,,,135650809,Agonist,Full agonist,,,f,,"",pKi,,8.2,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,pindolol,91,,,135650827,Agonist,Full agonist,,,f,,"",pKi,,5.7,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,quinpirole,2,,,135650874,Agonist,Full agonist,"",Not Determined,f,,"",pKi,6.5,,5,-,,,,=,"","","",12388666|15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,quipazine,173,,,135650875,Agonist,Full agonist,,,f,,"",pKi,,7.1,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,quipazine,173,,,135650875,Agonist,Full agonist,,,f,,"",pKi,,6.9,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,Ro 60-0175,166,,,135650920,Agonist,Full agonist,"",Selective,f,f,"",pKi,,8.30000019073486,,Ki,,5.01000022888184,,=,"","","",15322733
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,RU 24969,23,,,135650950,Agonist,Full agonist,,,f,,"",pKi,,7.8,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,RU 24969,23,,,135650950,Agonist,Full agonist,,,f,,"",pKi,,6.9,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,S 16924,167,,,135650961,Agonist,Full agonist,,,f,,"",pKi,,8.4,,,,,,,,,,9732398
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,[<sup>125</sup>I]DOI,169,,,135651107,Agonist,Full agonist,"",Not Determined,f,f,"",pKd,7.69999980926514,,7.59999990463257,Kd,25,,20,=,"","","",
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,[<sup>3</sup>H]5-HT,3248,,,135651129,Agonist,Full agonist,,,f,,"",pKd,,8.1,,Kd,,8,,=,"",,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,[<sup>3</sup>H]LSD,219,,,135651170,Agonist,Full agonist,"",Not Determined,f,,"",pKd,,8.7,,Kd,,2.1,,=,"","","",12738034
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,TFMPP,115,,,135651253,Agonist,Full agonist,,,f,,"",pKi,,7.1,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,TFMPP,115,,,135651253,Agonist,Full agonist,,,f,,"",pKi,,7.2,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,tryptamine,125,,,135651581,Agonist,Full agonist,,,f,,"",pKi,,7,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,tryptamine,125,,,135651581,Agonist,Full agonist,,,f,,"",pKi,,7,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,VER-3323,168,,,135651304,Agonist,Full agonist,,,f,,"",pKi,,7.5,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,BRL-15572,10,,,135650023,Agonist,Partial agonist,,,f,,"",pKi,,7.4,,,,,,,,,,9303567
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,capeserod,29,,,135651059,Agonist,Partial agonist,,,f,,"",pKi,,5.8,,,,,,,,,,12130738
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,ergotamine,149,,,135650239,Agonist,Partial agonist,,,f,,"",pKi,8.9,,8.5,,,,,,,,,15322733|11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,GR 127935,14,,,135650312,Agonist,Partial agonist,,,f,,"",pKi,,6.2,,,,,,,,,,9303567
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,<i>m</i>-chlorophenylpiperazine,142,,,135650382,Agonist,Partial agonist,,,f,,"",pKi,8.5,,7.4,,,,,,,,,15322733|11104741|9933142|9459568|12970106
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,<i>m</i>-chlorophenylpiperazine,142,,,135650382,Agonist,Partial agonist,,,f,,"",pKi,,7.6,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,methylergonovine,150,,,135650591,Agonist,Partial agonist,,,f,,"",pKi,,9.3,,,,,,,,,,15322733|11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,methysergide,134,,,135650596,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,9.39999961853027,,8,-,,,,=,"","","",15322733|11104741|9459568
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,methysergide,134,,,135650596,Agonist,Partial agonist,,,f,,"",pKi,,8.2,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 216641,28,,,135650988,Agonist,Partial agonist,,,f,,"",pKi,,5.8,,,,,,,,,,9303567
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,1-naphthylpiperazine,3,,,135649669,Antagonist,Antagonist,,,f,,"",pKi,8.4,,8.3,,,,,,,,,8078486|8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,1-naphthylpiperazine,3,,,135649669,Antagonist,Antagonist,,,f,,"",pKi,9,,8.4,,,,,,,,,8078486|9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,agomelatine,198,,,135649906,Antagonist,Antagonist,,,f,,"",pKi,,6.6,,,,,,,,,,12750432
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,amesergide,199,,,135649933,Antagonist,Antagonist,,,f,,"",pKi,,8,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,apomorphine,33,,,135649950,Antagonist,Antagonist,,,f,,"",pKi,,6.9,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,BF-1,8424,,,252166634,Antagonist,Antagonist,"",Selective,f,t,"",pKi,,10.0500001907349,,-,,,,=,"","","",25666387
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,bromocriptine,35,,,135650026,Antagonist,Antagonist,,,f,,"",pKi,,7.3,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,clozapine,38,,,135650115,Antagonist,Antagonist,,,f,,"",pKi,8.8,,8,,,,,,,,,9732398|15322733|9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,EGIS-7625,176,,,135650223,Antagonist,Antagonist,"",Selective,f,f,"",pKi,,9,,Ki,,1,,=,"","","",15107597
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,fluoxetine,203,,,135650270,Antagonist,Antagonist,,,f,,"",pKi,,5.3,,,,,,,,,,11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,glemanserin,186,,,135650574,Antagonist,Antagonist,,,f,,"",pKi,,5.5,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,haloperidol,86,,,135650345,Antagonist,Antagonist,,,f,,"",pKi,6.4,,5.8,,,,,,,,,9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,ketanserin,88,,,135650453,Antagonist,Antagonist,,,f,,"",pKi,6.7,,6.1,,,,,,,,,15322733|8845011|12738034|8078486|9459568
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,ketanserin,88,,,135650453,Antagonist,Antagonist,,,f,,"",pKi,,5.4,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,"L-741,626",177,,,135650487,Antagonist,Antagonist,,,f,,"",pKi,,6.2,,,,,,,,,,10869410
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,lisuride,43,,,135650525,Antagonist,Antagonist,,,f,,"",pKi,,8.9,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,LY53857,183,,,135650560,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,LY53857,183,,,135650560,Antagonist,Antagonist,,,f,,"",pKi,9.1,,8.8,,,,,,,,,9459568
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,LY86057,184,,,135650561,Antagonist,Antagonist,,,f,,"",pKi,,7.9,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,melatonin,224,,,135651518,Antagonist,Antagonist,,,f,,"",pKi,,5.2,,,,,,,,,,12750432
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,mesulergine,206,,,135650580,Antagonist,Antagonist,,,f,,"",pKi,8.8,,8.5,,,,,,,,,15322733|15107597|9459568
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,mesulergine,206,,,135650580,Antagonist,Antagonist,,,f,,"",pKi,,7.4,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,metergoline,133,,,135650581,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,metergoline,133,,,135650581,Antagonist,Antagonist,,,f,,"",pKi,,8.8,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,methiothepin,89,,,135650584,Antagonist,Antagonist,,,f,,"",pKi,9.2,,8.7,,,,,,,,,15322733|9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,mianserin,135,,,135650606,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,8.80000019073486,,7.90000009536743,-,,,,=,"","","",15322733|9459568|10455251
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,mianserin,135,,,135650606,Antagonist,Antagonist,,,f,,"",pKi,,7.3,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,norfluoxetine,208,,,135650734,Antagonist,Antagonist,,,f,,"",pKi,,5.3,,,,,,,,,,11104741
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,piboserod,225,,,135650823,Antagonist,Antagonist,,,f,,"",pKi,,6.3,,,,,,,,,,11504648
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,piboserod,225,,,135650823,Antagonist,Antagonist,,,f,,"",pKi,,6.6,,,,,,,,,,15466450
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,pindolol,91,,,135650827,Antagonist,Antagonist,,,f,,"",pKi,,5.7,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,piribedil,49,,,135650833,Antagonist,Antagonist,,,f,,"",pKi,,5.9,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,rauwolscine,136,,,135652710,Antagonist,Antagonist,,,f,,"",pKi,8.4,,7.8,,,,,,,,,9459568
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,rauwolscine,136,,,135652710,Antagonist,Antagonist,,,f,,"",pKi,,7.4,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,ritanserin,97,,,135650904,Antagonist,Antagonist,,,f,,"",pKi,9.2,,8.7,,,,,,,,,15322733|10188965|9459568|10455251
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,ritanserin,97,,,135650904,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,roxindole,52,,,135650930,Antagonist,Antagonist,,,f,,"",pKi,,7.5,,,,,,,,,,12388666
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,RS-102221,187,,,135650934,Antagonist,Antagonist,,,f,,"",pKi,6.1,,6,,,,,,,,,15322733|9225287
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,RS-127445,188,,,135650939,Antagonist,Antagonist,"",Selective,f,f,"",pKi,9.48999977111816,,9,Ki,1,,0.319999992847443,=,"","","",15322733|10455251
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,S33084,129,,,135650970,Antagonist,Antagonist,,,f,,"",pKi,,6.8,,,,,,,,,,10869410
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,sarpogrelate,210,,,135650981,Antagonist,Antagonist,,,f,,"",pKi,,6.6,,,,,,,,,,12738034
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 204741,221,,,135650984,Antagonist,Antagonist,,,f,,"",pKi,,6.9,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 206553,189,,,135650985,Antagonist,Antagonist,,,f,,"",pKi,8.5,,7.6,,,,,,,,,15322733|15466450
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 215505,190,,,135650987,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,10188965
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 221284,191,,,135650990,Antagonist,Antagonist,,,f,,"",pKi,,8.6,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 224289,130,,,135650993,Antagonist,Antagonist,,,f,,"",pKi,,5.9,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 228357,192,,,135650995,Antagonist,Antagonist,,,f,,"",pKi,8.1,,8,,,,,,,,,10188965|10737744
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 242084,193,,,135650998,Antagonist,Antagonist,,,f,,"",pKi,7,,6.8,,,,,,,,,15322733|9225286
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 243213,194,,,135650999,Antagonist,Antagonist,,,f,,"",pKi,,7,,,,,,,,,,10737744
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SB 277011-A,143,,,135651003,Antagonist,Antagonist,,,f,,"",pKi,,5.9,,,,,,,,,,10945872
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,SDZ SER-082,195,,,135651035,Antagonist,Antagonist,,,f,,"",pKi,,6.7,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,Htr2b,P30994,ENSRNOG00000017625,,,,,,,Rat,spiperone,99,,,135651064,Antagonist,Antagonist,,,f,,"",pKi,,5.5,,,,,,,,,,8450835
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,spiperone,99,,,135651064,Antagonist,Antagonist,,,f,,"",pKi,6.5,,5.9,,,,,,,,,15322733|8078486|9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,spiramide,175,,,135649934,Antagonist,Antagonist,,,f,,"",pKi,,6,,,,,,,,,,15322733
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,spiroxatrine,53,,,135651066,Antagonist,Antagonist,,,f,,"",pKi,6.8,,6.3,,,,,,,,,9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,[<sup>3</sup>H]rauwolscine,223,,,135651198,Antagonist,Antagonist,,,f,,"",pKd,,8.4,,,,,,,,,,9459568
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,tegaserod,226,,,135651238,Antagonist,Antagonist,,,f,,"",pKi,,8.4,,,,,,,,,,15466450
5-HT<sub>2B</sub> receptor,7,HTR2B,P41595,ENSG00000135914,,,,,,,Human,terguride,56,,,135651246,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,12388666
