Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A6NHZ5	LR14B_HUMAN	reviewed	Leucine-rich repeat-containing protein 14B	LRRC14B	Homo sapiens (Human)	514
Q8TDW0	LRC8C_HUMAN	reviewed	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	LRRC8C AD158 FAD158	Homo sapiens (Human)	803
Q8N7C0	LRC52_HUMAN	reviewed	Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)	LRRC52	Homo sapiens (Human)	313
P11055	MYH3_HUMAN	reviewed	Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)	MYH3	Homo sapiens (Human)	1940
P12883	MYH7_HUMAN	reviewed	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)	MYH7 MYHCB	Homo sapiens (Human)	1935
Q86TC9	MYPN_HUMAN	reviewed	Myopalladin (145 kDa sarcomeric protein)	MYPN MYOP	Homo sapiens (Human)	1320
Q5VVJ2	MYSM1_HUMAN	reviewed	Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	MYSM1 KIAA1915	Homo sapiens (Human)	828
Q5VTT5	MYOM3_HUMAN	reviewed	Myomesin-3 (Myomesin family member 3)	MYOM3	Homo sapiens (Human)	1437
O14974	MYPT1_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)	PPP1R12A MBS MYPT1	Homo sapiens (Human)	1030
P28698	MZF1_HUMAN	reviewed	Myeloid zinc finger 1 (MZF-1) (Zinc finger and SCAN domain-containing protein 6) (Zinc finger protein 42)	MZF1 MZF ZNF42 ZSCAN6	Homo sapiens (Human)	734
Q96S96	PEBP4_HUMAN	reviewed	Phosphatidylethanolamine-binding protein 4 (PEBP-4) (hPEBP4) (Protein cousin-of-RKIP 1)	PEBP4 CORK1 UNQ1933/PRO4408	Homo sapiens (Human)	227
P15172	MYOD1_HUMAN	reviewed	Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3)	MYOD1 BHLHC1 MYF3 MYOD	Homo sapiens (Human)	320
Q13506	NAB1_HUMAN	reviewed	NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54)	NAB1	Homo sapiens (Human)	487
Q9BWU0	NADAP_HUMAN	reviewed	Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)	SLC4A1AP HLC3	Homo sapiens (Human)	796
P32418	NAC1_HUMAN	reviewed	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1 CNC NCX1	Homo sapiens (Human)	973
Q96BF6	NACC2_HUMAN	reviewed	Nucleus accumbens-associated protein 2 (NAC-2) (BTB/POZ domain-containing protein 14A) (Repressor with BTB domain and BEN domain)	NACC2 BTBD14A NAC2 RBB	Homo sapiens (Human)	587
Q9BZK3	NACP4_HUMAN	reviewed	Putative nascent polypeptide-associated complex subunit alpha-like protein (Alpha-NAC pseudogene 1) (NAC-alpha pseudogene 1) (NACA family member 4, pseudogene)	NACA4P NACAP1 FKSG17	Homo sapiens (Human)	213
P59045	NAL11_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 11 (Nucleotide-binding oligomerization domain protein 17) (PAAD-and NACHT domain-containing protein 10) (PYRIN-containing APAF1-like protein 6)	NLRP11 NALP11 NOD17 PAN10 PYPAF6	Homo sapiens (Human)	1033
Q69YL0	NCAS2_HUMAN	reviewed	Protein NCBP2AS2 (Hypoxia-induced angiogenesis regulator) (NCBP2 antisense gene protein 2)	NCBP2AS2 HIAR	Homo sapiens (Human)	99
O14931	NCTR3_HUMAN	reviewed	Natural cytotoxicity triggering receptor 3 (Activating natural killer receptor p30) (Natural killer cell p30-related protein) (NK-p30) (NKp30) (CD antigen CD337)	NCR3 1C7 LY117	Homo sapiens (Human)	201
Q9NWS0	PIHD1_HUMAN	reviewed	PIH1 domain-containing protein 1 (Nucleolar protein 17 homolog)	PIH1D1 NOP17	Homo sapiens (Human)	290
Q8WWB5	PIHD2_HUMAN	reviewed	PIH1 domain-containing protein 2	PIH1D2	Homo sapiens (Human)	315
Q9UKJ1	PILRA_HUMAN	reviewed	Paired immunoglobulin-like type 2 receptor alpha (Cell surface receptor FDF03) (Inhibitory receptor PILR-alpha)	PILRA	Homo sapiens (Human)	303
O43678	NDUA2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	NDUFA2	Homo sapiens (Human)	99
Q9UGV2	NDRG3_HUMAN	reviewed	Protein NDRG3 (N-myc downstream-regulated gene 3 protein)	NDRG3	Homo sapiens (Human)	375
Q92597	NDRG1_HUMAN	reviewed	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)	NDRG1 CAP43 DRG1 RTP	Homo sapiens (Human)	394
Q9UI09	NDUAC_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	NDUFA12 DAP13	Homo sapiens (Human)	145
P52849	NDST2_HUMAN	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Includes: Heparan sulfate N-deacetylase 2 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 2 (EC 2.8.2.-)]	NDST2 HSST2	Homo sapiens (Human)	883
Q9P0J0	NDUAD_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	NDUFA13 GRIM19 CDA016 CGI-39	Homo sapiens (Human)	144
Q9H3R1	NDST4_HUMAN	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 4 (EC 2.8.2.-)]	NDST4 HSST4	Homo sapiens (Human)	872
Q15843	NEDD8_HUMAN	reviewed	NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8) (Ubiquitin-like protein Nedd8)	NEDD8	Homo sapiens (Human)	81
Q7L592	NDUF7_HUMAN	reviewed	Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)	NDUFAF7 C2orf56 PRO1853	Homo sapiens (Human)	441
O75489	NDUS3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	NDUFS3	Homo sapiens (Human)	264
Q6ZWH5	NEK10_HUMAN	reviewed	Serine/threonine-protein kinase Nek10 (EC 2.7.11.1) (Never in mitosis A-related kinase 10) (NimA-related protein kinase 10)	NEK10	Homo sapiens (Human)	1172
Q96PY6	NEK1_HUMAN	reviewed	Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55)	NEK1 KIAA1901	Homo sapiens (Human)	1258
Q9UJ70	NAGK_HUMAN	reviewed	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)	NAGK	Homo sapiens (Human)	344
O60934	NBN_HUMAN	reviewed	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)	NBN NBS NBS1 P95	Homo sapiens (Human)	754
Q09161	NCBP1_HUMAN	reviewed	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	NCBP1 CBP80 NCBP	Homo sapiens (Human)	790
Q13562	NDF1_HUMAN	reviewed	Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3)	NEUROD1 BHLHA3 NEUROD	Homo sapiens (Human)	356
O43639	NCK2_HUMAN	reviewed	Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)	NCK2 GRB4	Homo sapiens (Human)	380
P19878	NCF2_HUMAN	reviewed	Neutrophil cytosol factor 2 (NCF-2) (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox)	NCF2 NOXA2 P67PHOX	Homo sapiens (Human)	526
Q71RS6	NCKX5_HUMAN	reviewed	Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5)	SLC24A5 JSX NCKX5	Homo sapiens (Human)	500
Q9P1Y6	PHRF1_HUMAN	reviewed	PHD and RING finger domain-containing protein 1	PHRF1 KIAA1542	Homo sapiens (Human)	1649
Q3MUY2	PIGY_HUMAN	reviewed	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y (Phosphatidylinositol-glycan biosynthesis class Y protein) (PIG-Y)	PIGY	Homo sapiens (Human)	71
O95167	NDUA3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	NDUFA3	Homo sapiens (Human)	84
Q9ULP0	NDRG4_HUMAN	reviewed	Protein NDRG4 (Brain development-related molecule 1) (N-myc downstream-regulated gene 4 protein) (Vascular smooth muscle cell-associated protein 8) (SMAP-8)	NDRG4 BDM1 KIAA1180	Homo sapiens (Human)	352
Q16718	NDUA5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	NDUFA5	Homo sapiens (Human)	116
Q8N987	NECA1_HUMAN	reviewed	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1)	NECAB1 EFCBP1	Homo sapiens (Human)	351
O76041	NEBL_HUMAN	reviewed	Nebulette (Actin-binding Z-disk protein)	NEBL LNEBL	Homo sapiens (Human)	1014
Q96P71	NECA3_HUMAN	reviewed	N-terminal EF-hand calcium-binding protein 3 (Amyloid-beta A4 protein-binding family A member 2-binding protein) (Nek2-interacting protein 1) (Neuronal calcium-binding protein 3) (X11L-binding protein 51)	NECAB3 APBA2BP NIP1 SYTIP2 XB51	Homo sapiens (Human)	396
P29120	NEC1_HUMAN	reviewed	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)	PCSK1 NEC1	Homo sapiens (Human)	753
O00217	NDUS8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
O43181	NDUS4_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4	Homo sapiens (Human)	175
O43920	NDUS5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	NDUFS5	Homo sapiens (Human)	106
O14524	NEMP1_HUMAN	reviewed	Nuclear envelope integral membrane protein 1	NEMP1 KIAA0286 TMEM194 TMEM194A	Homo sapiens (Human)	444
A6NFY4	NEMP2_HUMAN	reviewed	Nuclear envelope integral membrane protein 2	NEMP2 TMEM194B	Homo sapiens (Human)	417
P78337	PITX1_HUMAN	reviewed	Pituitary homeobox 1 (Hindlimb-expressed homeobox protein backfoot) (Homeobox protein PITX1) (Paired-like homeodomain transcription factor 1)	PITX1 BFT PTX1	Homo sapiens (Human)	314
Q99697	PITX2_HUMAN	reviewed	Pituitary homeobox 2 (ALL1-responsive protein ARP1) (Homeobox protein PITX2) (Paired-like homeodomain transcription factor 2) (RIEG bicoid-related homeobox transcription factor) (Solurshin)	PITX2 ARP1 RGS RIEG RIEG1	Homo sapiens (Human)	317
Q16649	NFIL3_HUMAN	reviewed	Nuclear factor interleukin-3-regulated protein (E4 promoter-binding protein 4) (Interleukin-3 promoter transcriptional activator) (Interleukin-3-binding protein 1) (Transcriptional activator NF-IL3A)	NFIL3 E4BP4 IL3BP1	Homo sapiens (Human)	462
Q8N5V2	NGEF_HUMAN	reviewed	Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor)	NGEF	Homo sapiens (Human)	710
P07196	NFL_HUMAN	reviewed	Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein)	NEFL NF68 NFL	Homo sapiens (Human)	543
O00712	NFIB_HUMAN	reviewed	Nuclear factor 1 B-type (NF1-B) (Nuclear factor 1/B) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/B) (NF-I/B) (NFI-B) (TGGCA-binding protein)	NFIB	Homo sapiens (Human)	420
P08651	NFIC_HUMAN	reviewed	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	NFIC NFI	Homo sapiens (Human)	508
P59046	NAL12_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	NLRP12 NALP12 PYPAF7 RNO	Homo sapiens (Human)	1061
Q6NSW7	NANP8_HUMAN	reviewed	Homeobox protein NANOGP8	NANOGP8	Homo sapiens (Human)	305
Q8TBE9	NANP_HUMAN	reviewed	N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase)	NANP C20orf147 HDHD4	Homo sapiens (Human)	248
Q6IQ20	NAPEP_HUMAN	reviewed	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (N-acyl phosphatidylethanolamine phospholipase D) (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54)	NAPEPLD C7orf18	Homo sapiens (Human)	393
O96009	NAPSA_HUMAN	reviewed	Napsin-A (EC 3.4.23.-) (Aspartyl protease 4) (ASP4) (Asp 4) (Napsin-1) (TA01/TA02)	NAPSA NAP1 NAPA	Homo sapiens (Human)	420
Q8NI08	NCOA7_HUMAN	reviewed	Nuclear receptor coactivator 7 (140 kDa estrogen receptor-associated protein) (Estrogen nuclear receptor coactivator 1)	NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993	Homo sapiens (Human)	942
Q9NRX4	PHP14_HUMAN	reviewed	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	PHPT1 PHP14 CGI-202 HSPC141	Homo sapiens (Human)	125
Q9H0N5	PHS2_HUMAN	reviewed	Pterin-4-alpha-carbinolamine dehydratase 2 (PHS 2) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase 2) (DcoH-like protein DCoHm) (Dimerization cofactor of hepatocyte nuclear factor 1 from muscle) (HNF-1-alpha dimerization cofactor)	PCBD2 DCOH2 DCOHM	Homo sapiens (Human)	130
Q86W24	NAL14_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 14 (Nucleotide-binding oligomerization domain protein 5)	NLRP14 NALP14 NOD5	Homo sapiens (Human)	1093
Q9UQQ1	NALDL_HUMAN	reviewed	Aminopeptidase NAALADL1 (EC 3.4.11.-) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase) (N-acetylated-alpha-linked acidic dipeptidase-like protein) (NAALADase L)	NAALADL1 NAALADASEL NAALADL	Homo sapiens (Human)	740
Q9Y303	NAGA_HUMAN	reviewed	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2)	AMDHD2 CGI-14	Homo sapiens (Human)	409
Q8WX94	NALP7_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 7 (Nucleotide-binding oligomerization domain protein 12) (PYRIN-containing APAF1-like protein 3)	NLRP7 NALP7 NOD12 PYPAF3	Homo sapiens (Human)	980
Q86W28	NALP8_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 8 (Nucleotide-binding oligomerization domain protein 16) (PYRIN and NACHT-containing protein 4)	NLRP8 NALP8 NOD16 PAN4	Homo sapiens (Human)	1048
P60323	NANO3_HUMAN	reviewed	Nanos homolog 3 (NOS-3)	NANOS3 NOS3	Homo sapiens (Human)	173
P0DI83	NARR_HUMAN	reviewed	Ras-related protein Rab-34, isoform NARR (Nine amino-acid residue-repeats)	RAB34 NARR	Homo sapiens (Human)	198
Q13508	NAR3_HUMAN	reviewed	Ecto-ADP-ribosyltransferase 3 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3)	ART3 TMART	Homo sapiens (Human)	389
P00387	NB5R3_HUMAN	reviewed	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]	CYB5R3 DIA1	Homo sapiens (Human)	301
Q7L1T6	NB5R4_HUMAN	reviewed	Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R)	CYB5R4 NCB5OR	Homo sapiens (Human)	521
Q6IPT4	NB5R5_HUMAN	reviewed	NADH-cytochrome b5 reductase-like (EC 1.6.2.2)	CYB5RL	Homo sapiens (Human)	315
A2RRP1	NBAS_HUMAN	reviewed	Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)	NBAS NAG	Homo sapiens (Human)	2371
A0A0U1RRE5	NBDY_HUMAN	reviewed	Negative regulator of P-body association (P-body dissociating protein) (Protein NoBody)	NBDY LINC01420	Homo sapiens (Human)	68
Q8NFP9	NBEA_HUMAN	reviewed	Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)	NBEA BCL8B KIAA1544 LYST2	Homo sapiens (Human)	2946
Q6ZS30	NBEL1_HUMAN	reviewed	Neurobeachin-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 17 protein)	NBEAL1 ALS2CR16 ALS2CR17	Homo sapiens (Human)	2694
Q15788	NCOA1_HUMAN	reviewed	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1	Homo sapiens (Human)	1441
Q13772	NCOA4_HUMAN	reviewed	Nuclear receptor coactivator 4 (NCoA-4) (Androgen receptor coactivator 70 kDa protein) (70 kDa AR-activator) (70 kDa androgen receptor coactivator) (Androgen receptor-associated protein of 70 kDa) (Ret-activating protein ELE1)	NCOA4 ARA70 ELE1 RFG	Homo sapiens (Human)	614
Q6PIU2	NCEH1_HUMAN	reviewed	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1)	NCEH1 AADACL1 KIAA1363	Homo sapiens (Human)	408
O75376	NCOR1_HUMAN	reviewed	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)	NCOR1 KIAA1047	Homo sapiens (Human)	2440
Q9Y618	NCOR2_HUMAN	reviewed	Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)	NCOR2 CTG26	Homo sapiens (Human)	2514
Q9UI40	NCKX2_HUMAN	reviewed	Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2)	SLC24A2 NCKX2	Homo sapiens (Human)	661
Q9HC58	NCKX3_HUMAN	reviewed	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3)	SLC24A3 NCKX3	Homo sapiens (Human)	644
P20941	PHOS_HUMAN	reviewed	Phosducin (PHD) (33 kDa phototransducing protein) (Protein MEKA)	PDC	Homo sapiens (Human)	246
P56181	NDUV3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)	NDUFV3	Homo sapiens (Human)	108
Q96PU5	NED4L_HUMAN	reviewed	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)	NEDD4L KIAA0439 NEDL3	Homo sapiens (Human)	975
O75306	NDUS2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Homo sapiens (Human)	463
Q9Y6K9	NEMO_HUMAN	reviewed	NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO	Homo sapiens (Human)	419
Q9UKF7	PITC1_HUMAN	reviewed	Cytoplasmic phosphatidylinositol transfer protein 1 (Mammalian rdgB homolog beta) (M-rdgB beta) (MrdgBbeta) (Retinal degeneration B homolog beta) (RdgBbeta)	PITPNC1	Homo sapiens (Human)	332
Q9GZP4	PITH1_HUMAN	reviewed	PITH domain-containing protein 1	PITHD1 C1orf128 AD039 HT014 PP603	Homo sapiens (Human)	211
Q12968	NFAC3_HUMAN	reviewed	Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4) (NF-AT4c)	NFATC3 NFAT4	Homo sapiens (Human)	1075
Q9BR09	NEUL2_HUMAN	reviewed	Neuralized-like protein 2	NEURL2 C20orf163	Homo sapiens (Human)	285
Q96HR8	NAF1_HUMAN	reviewed	H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1)	NAF1	Homo sapiens (Human)	494
Q86W26	NAL10_HUMAN	reviewed	NACHT, LRR and PYD domains-containing protein 10 (Nucleotide-binding oligomerization domain protein 8)	NLRP10 NALP10 NOD8 PYNOD	Homo sapiens (Human)	655
Q5T1S8	NCMAP_HUMAN	reviewed	Noncompact myelin-associated protein (Myelin protein of 11 kDa) (MP11)	NCMAP C1orf130	Homo sapiens (Human)	102
A6NI72	NCF1B_HUMAN	reviewed	Putative neutrophil cytosol factor 1B (NCF-1B) (Putative SH3 and PX domain-containing protein 1B)	NCF1B SH3PXD1B	Homo sapiens (Human)	391
Q9Y2A7	NCKP1_HUMAN	reviewed	Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)	NCKAP1 HEM2 KIAA0587 NAP1	Homo sapiens (Human)	1128
O14513	NCKP5_HUMAN	reviewed	Nck-associated protein 5 (NAP-5) (Peripheral clock protein)	NCKAP5 ERIH NAP5	Homo sapiens (Human)	1909
Q96NK8	NDF6_HUMAN	reviewed	Neurogenic differentiation factor 6 (NeuroD6) (Class A basic helix-loop-helix protein 2) (bHLHa2) (Protein atonal homolog 2)	NEUROD6 ATOH2 BHLHA2 My051	Homo sapiens (Human)	337
Q969V3	NCLN_HUMAN	reviewed	Nicalin (Nicastrin-like protein)	NCLN	Homo sapiens (Human)	563
Q9UN36	NDRG2_HUMAN	reviewed	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613)	NDRG2 KIAA1248 SYLD	Homo sapiens (Human)	371
Q16795	NDUA9_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	NDUFA9 NDUFS2L	Homo sapiens (Human)	377
P56556	NDUA6_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)	NDUFA6 LYRM6 NADHB14	Homo sapiens (Human)	128
